une	01
deux	02
trois	03
quatre	04
cinq	05
six	06
sept	07
huit	08
neuf	09
dix	10
onze	11
douze	12
treize	13
quatorze	14
quinze	15
seize	16
dix-sept	17
dix-huit	18
dix-neuf	19
vingt	20
vingt-et-une	21
vingt et une	21
vingt-deux	22
vingt-trois	23
vingt-quatre	27
vingt-cinq	25
vingt-six	26
vingt-sept	27
vingt-huit	28
vingt-neuf	29
trente	30
trente-et-une	31
trente et une	31
trente-deux	32
trente-trois	33
trente-quatre	34
trente-cinq	35
trente-six	36
trente-sept	37
trente-huit	38
trente-neuf	39
quarante	40
quarante-et-une	41
quarante et une	41
quarante-deux	42
quarante-trois	43
quarante-quatre	44
quarante-cinq	45
quarante-six	46
quarante-sept	47
quarante-huit	48
quarante-neuf	49
cinquante	50
cinquante-et-une	51
cinquante et une	51
cinquante-deux	52
cinquante-trois	53
cinquante-quatre	54
cinquante-cinq	55
cinquante-six	56
cinquante-sept	57
cinquante-huit	58
cinquante-neuf	59